Order,Family,Genus_species,FAD,LAD,lnMass_g,PBDB life habit,PBDB_diet,taxon rank at which diet assignment was made,Recoded_Diet,Recoded_groups
Carnivora,Ursidae,Indarctos atticus,8.225,3.96,12.76553176,ground dwelling,"herbivore, carnivore",species,omnivore,carnivore guild
Carnivora,Ursidae,Indarctos oregonensis,11.1,7.75,12.8195,ground dwelling,"herbivore, carnivore",species,omnivore,carnivore guild
Carnivora,Ursidae,Arctodus simus,1.95,0.01132,13.02501881,ground dwelling,"herbivore, carnivore",species,omnivore,carnivore guild
Didelphimorphia,Glasbiidae,Glasbius twitchelli,68,65.55,3.683,scansorial,"herbivore, frugivore",species,omnivore,NA
Artiodactyla,NA,Helohyus plicodon,49.05,46.15,9.358223654,amphibious,"herbivore, omnivore",species,omnivore,NA
Artiodactyla,NA,Helohyus milleri,46.3,46.15,9.862325776,amphibious,"herbivore, omnivore",species,omnivore,NA
Artiodactyla,Tayassuidae,Cynorca occidentale,22.2,14.65,9.961957361,ground dwelling,"herbivore, omnivore",species,omnivore,NA
Artiodactyla,Tayassuidae,Dyseohyus fricki,15.85,14,10.18317024,ground dwelling,"herbivore, omnivore",species,omnivore,NA
NA,NA,Perchoerus probus,34.15,28.75,10.19580883,ground dwelling,"herbivore, omnivore",species,omnivore,NA
Artiodactyla,Tayassuidae,Prosthennops xiphodonticus,18,12.75,10.5236064,ground dwelling,"herbivore, omnivore",species,omnivore,NA
Artiodactyla,Tayassuidae,Macrogenis crassigenis,11.9,11.8,10.646,ground dwelling,"herbivore, omnivore",species,omnivore,NA
Artiodactyla,Tayassuidae,Prosthennops niobrarensis,12.75,11.7,10.68071319,ground dwelling,"herbivore, omnivore",species,omnivore,NA
Artiodactyla,Tayassuidae,Thinohyus lentus,28.75,28.75,10.83997299,ground dwelling,"herbivore, omnivore",species,omnivore,NA
Artiodactyla,Tayassuidae,Floridachoerus olseni,21.9,21.7,10.85755547,ground dwelling,"herbivore, omnivore",species,omnivore,NA
Artiodactyla,Tayassuidae,Prosthennops serus,11.9,8.1,10.99340916,ground dwelling,"herbivore, omnivore",species,omnivore,NA
Artiodactyla,Tayassuidae,Hesperhys vagrans,17.95,16.85,11.4321257,ground dwelling,"herbivore, omnivore",species,omnivore,NA
Xenarthra,Dasypodidae,Dasypus bellus,3.65,0.063,9.56029277,semifossorial,"insectivore, frugivore",species,omnivore,NA
Primates,Picromomyidae,Picromomys petersonorum,53.5,53.5,3.29,arboreal,"insectivore, omnivore",species,omnivore,NA
Primates,Palaechthonidae,Palenochtha minor,60.95,60.5,3.949,arboreal,"insectivore, omnivore",species,omnivore,NA
Primates,Palaechthonidae,Palenochtha weissae,60.95,60.95,3.968,arboreal,"insectivore, omnivore",species,omnivore,NA
Primates,Microsyopidae,Alveojunctus minutus,51.8,51.8,4.743,arboreal,"insectivore, omnivore",species,omnivore,NA
Primates,Palaechthonidae,Premnoides douglassi,60.9,60.9,5.094,arboreal,"insectivore, omnivore",species,omnivore,NA
Primates,Palaechthonidae,Plesiolestes problematicus,60.95,60.4,5.669,arboreal,"insectivore, omnivore",species,omnivore,NA
Primates,Palaechthonidae,Plesiolestes nacimienti,61.75,61.45,5.831,arboreal,"insectivore, omnivore",species,omnivore,NA
Primates,NA,Pandemonium dis,63.5,63.5,5.962,arboreal,"insectivore, omnivore",species,omnivore,NA
Primates,Palaechthonidae,Torrejonia sirokyi,60.55,58.7835,6.958,arboreal,"insectivore, omnivore",species,omnivore,NA
Eulipotyphla,Soricidae,Sorex meltoni,3.75,3.35,1.24477594,ground dwelling,omnivore,species,omnivore,NA
Didelphimorphia,Herpetotheriidae,Copedelphys stevensoni,33.6,32.9,1.417,ground dwelling,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Sorex cinereus,2.2,0.011385,1.4645,ground dwelling,omnivore,species,omnivore,NA
NA,NA,Anchistodelphys archibaldi,81.35,81.35,1.599,scansorial,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Sorex yatkolai,11.3,11.3,1.610063246,ground dwelling,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Limnoecus tricuspis,16.75,11.4,1.6315,ground dwelling,omnivore,species,omnivore,NA
NA,NA,Nanodelphys hunti,42.45,32.9,1.707,scansorial,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Alluvisorex arcadentes,14.7,11.3,1.7445,ground dwelling,omnivore,species,omnivore,NA
NA,NA,Peradectes chesteri,57.15,48.75,1.764,scansorial,omnivore,species,omnivore,NA
Didelphimorphia,Herpetotheriidae,Copedelphys titanelix,37,34.3,1.778,ground dwelling,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Limnoecus compressus,22.1,17.375,1.85,ground dwelling,omnivore,species,omnivore,NA
NA,NA,Peradectes californicus,45.15,39.75,1.85,scansorial,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Beckiasorex hibbardi,3.4,3.4,1.851,ground dwelling,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Sorex cudahyensis,0.55,0.55,1.895548891,ground dwelling,omnivore,species,omnivore,NA
NA,NA,Armintodelphys dawsoni,52.1,50.45,1.92554344,scansorial,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Anchiblarinella wakeeneyensis,11.8,11.8,1.9415,ground dwelling,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Sorex edwardsi,11.3,11.1,1.945522902,ground dwelling,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Limnoecus niobrarensis,17.4,12.45,1.9755,ground dwelling,omnivore,species,omnivore,NA
NA,NA,Anchistodelphys delicatus,91.5,91.5,1.988,scansorial,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Sorex hagermanensis,3.9,3.9,1.997959899,ground dwelling,omnivore,species,omnivore,NA
NA,NA,Armintodelphys blacki,51.9,50.9375,2.002,scansorial,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Sorex pratensis,0.55,0.55,2.017572923,ground dwelling,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Sorex taylori,3.5,1.75,2.01936836,ground dwelling,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Sorex powersi,4,3.75,2.058344963,ground dwelling,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Sorex sandersi,3,2.2,2.058549929,ground dwelling,omnivore,species,omnivore,NA
NA,NA,Petenyia concisa,NA,NA,2.06,ground dwelling,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Notiosorex crawfordi,0.5,0.006,2.060739208,ground dwelling,omnivore,species,omnivore,NA
NA,NA,Alphadon perexiguus,NA,NA,2.114,scansorial,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Mesodma pygmaea,64.25,57.9,2.143,arboreal,omnivore,species,omnivore,NA
NA,NA,Peradectes protinnominatus,59.4,52.2,2.195,scansorial,omnivore,species,omnivore,NA
NA,NA,Pediomys fassetti,NA,NA,2.358,scansorial,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Sorex lacustris,0.55,0.55,2.407438134,ground dwelling,omnivore,species,omnivore,NA
Didelphimorphia,Alphadontidae,Alphadon eatoni,66.775,66.775,2.41,scansorial,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Notiosorex jacksoni,3.5,1.85,2.441699545,ground dwelling,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Planisorex dixonensis,3,2.75,2.443,ground dwelling,omnivore,species,omnivore,NA
Didelphimorphia,Alphadontidae,Alphadon attaragos,82.85,75,2.472,scansorial,omnivore,species,omnivore,NA
Cimolodonta,NA,Chulsanbaatar vulgaris,77.05,74.5,2.48490665,ground dwelling,omnivore,species,omnivore,NA
Didelphimorphia,NA,Varalphadon wahweapensis,83.3,72.75,2.515,scansorial,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Adeloblarina berklandi,16,16,2.5405,ground dwelling,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Blarina carolinensis,2.15,0.069,2.562,ground dwelling,omnivore,species,omnivore,NA
Cimolodonta,Sloanbaataridae,Kamptobaatar kuczynskii,74.5,72.75,2.564949357,ground dwelling,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Ectypodus tardus,59,54.7,2.583953325,arboreal,omnivore,species,omnivore,NA
NA,NA,Peradectes elegans,60.35,55.7,2.584,scansorial,omnivore,species,omnivore,NA
NA,NA,Didelphidectes pumilis,36.9,36.9,2.587,scansorial,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Cryptotis adamsi,9.45,3.5,2.5925,ground dwelling,omnivore,species,omnivore,NA
Primates,Micromomyidae,Micromomys silvercouleei,57.7,57.7,2.692707424,arboreal,omnivore,species,omnivore,NA
Primates,Microsyopidae,Uintasorex montezumicus,45.45,42.85,2.698,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Parectypodus sinclairi,61.75,59.35,2.763219489,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Mesodma hensleighi,82.85,65.3,2.774685879,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Ectypodus lovei,42.55,36.8,2.82271949,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Neoplagiaulax macrotomeus,61.25,61.25,2.843366137,arboreal,omnivore,species,omnivore,NA
Didelphimorphia,Herpetotheriidae,Herpetotherium youngi,32.9,22.15,2.861,ground dwelling,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Notiosorex repenningi,4.7,4.7,2.875842181,ground dwelling,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Parectypodus sylviae,64.25,60.4,2.880021227,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Ectypodus aphronorus,60.9,60.5,2.890371758,arboreal,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Sorex megapalustris,0.55,0.55,2.899640406,ground dwelling,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Angustidens vireti,17.375,15.85,2.9,ground dwelling,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Wilsonosorex bateslandensis,17.375,17.375,2.919,ground dwelling,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Ectypodus childei,54.65,50.9375,2.929437913,arboreal,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Blarina brevicauda,2.75,0.025643,2.9355,ground dwelling,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Ectypodus szalayi,61.45,60.4,2.973021227,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Ptilodontidae,Baiotomeus rhothonion,60.7165,60.7165,2.995732274,arboreal,omnivore,species,omnivore,NA
Didelphimorphia,Alphadontidae,Alphadon halleyi,81.35,69.325,3.006,scansorial,omnivore,species,omnivore,NA
Polydolopimorphia,NA,Iugomortiferum thoringtoni,81.35,81.35,3.035,scansorial,omnivore,species,omnivore,NA
Cimolodonta,Sloanbaataridae,Sloanbaatar mirabilis,74.5,72.75,3.135494216,ground dwelling,omnivore,species,omnivore,NA
Didelphimorphia,Herpetotheriidae,Herpetotherium knighti,51.8,40.35,3.141,ground dwelling,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Ectypodus powelli,60.55,56.1,3.157937912,arboreal,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Pseudotrimylus dakotensis,17.375,17.375,3.198,ground dwelling,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Parectypodus lunatus,55.7,53.6,3.204102255,arboreal,omnivore,species,omnivore,NA
Didelphimorphia,Herpetotheriidae,Herpetotherium merriami,28.75,28.75,3.211,ground dwelling,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Xyronomys robinsoni,64.9,64.9,3.218875825,arboreal,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Wilsonosorex conulatus,17.375,17.375,3.2305,ground dwelling,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Mimetodon silberlingi,60.9,58,3.233147915,arboreal,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Tregosorex holmani,11.8,11.7,3.2915,ground dwelling,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Mesodmops tenuis,57.25,57.25,3.295836866,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Sloanbaataridae,Nessovbaatar multicostatus,77.05,77.05,3.295836866,ground dwelling,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Neoplagiaulax nelsoni,63.5,60.25,3.332,arboreal,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Paracryptotis gidleyi,3.9,3.35,3.3365,ground dwelling,omnivore,species,omnivore,NA
Primates,Micromomyidae,Micromomys vossae,58,58,3.359528276,arboreal,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Pseudotrimylus compressus,33.3,33.3,3.362,ground dwelling,omnivore,species,omnivore,NA
Didelphimorphia,Herpetotheriidae,Herpetotherium valens,37.85,34.3,3.379,ground dwelling,omnivore,species,omnivore,NA
Primates,Micromomyidae,Micromomys antelucanus,55.4,55.05,3.42,arboreal,omnivore,species,omnivore,NA
Didelphimorphia,Alphadontidae,Alphadon marshi,82.85,65.55,3.463,scansorial,omnivore,species,omnivore,NA
Primates,Micromomyidae,Micromomys fremdi,58.7835,58.7835,3.485,arboreal,omnivore,species,omnivore,NA
Didelphimorphia,Alphadontidae,Turgidodon madseni,72.75,72.75,3.494,scansorial,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Mesodma formosa,82.85,62.8,3.49417403,arboreal,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Cryptotis kansasensis,2.55,2.55,3.509,ground dwelling,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Ectypodus musculus,60,59.5,3.517458956,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Parectypodus clemensi,61.45,60.95,3.524073801,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Neoplagiaulax serrator,58.7835,58.7835,3.583518938,arboreal,omnivore,species,omnivore,NA
Primates,Microsyopidae,Uintasorex parvulus,52.1,42.2,3.593,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Mesodma garfieldensis,66.775,64.75,3.689834809,arboreal,omnivore,species,omnivore,NA
Primates,Micromomyidae,Tinimomys loomisi,55.8,55.8,3.726,arboreal,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Paracryptotis rex,11.4,3.4,3.7395,ground dwelling,omnivore,species,omnivore,NA
Primates,Micromomyidae,Tinimomys graybulliensis,56.75,54.9,3.747,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Neoplagiaulax hunteri,60.7165,57.9,3.817,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Parikimys carpenteri,66.775,66.775,3.828641396,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Neoplagiaulax paskapooensis,58.7835,58.7835,3.871201011,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Parectypodus corystes,60.7165,60.7165,3.871201011,arboreal,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Pseudotrimylus blacki,19.5,19.5,3.89,ground dwelling,omnivore,species,omnivore,NA
NA,NA,Thylacodon pusillus,NA,NA,3.943,ground dwelling,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Neoplagiaulax donaldorum,60.4,60.1,3.951243719,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Mesodma senecta,82.65,80.275,3.954645957,arboreal,omnivore,species,omnivore,NA
Didelphimorphia,Alphadontidae,Turgidodon russelli,82.85,69.325,3.963,scansorial,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Mesodma thompsoni,75,62.8,3.976645957,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Cimolodontidae,Anconodon cochranensis,61.1,59.85,4.027025634,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Mesodma ambigua,65.3,63.5,4.047721506,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Neoplagiaulax mckennai,61.9,58.85,4.107436932,arboreal,omnivore,species,omnivore,NA
Primates,Microsyopidae,Navajovius kohlhaasae,59.7,59.5,4.134,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Cimolodontidae,Cimolodon wardi,81.35,81.35,4.248495242,arboreal,omnivore,species,omnivore,NA
Primates,Microsyopidae,Niptomomys doreenae,57.25,52.2,4.249,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Ptilodontidae,Kimbetohia mziae,65.15,64.9,4.276666119,arboreal,omnivore,species,omnivore,NA
NA,NA,Dakotadens morrowi,93.3,93.3,4.366,scansorial,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Parectypodus foxi,68.5,68.5,4.384854414,arboreal,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Pseudotrimylus roperi,17.375,17.375,4.408010307,ground dwelling,omnivore,species,omnivore,NA
Cimolodonta,Djadochtatheriidae,Kryptobaatar dashzevegi,77.05,72.75,4.418840608,ground dwelling,omnivore,species,omnivore,NA
Cimolodonta,Eucosmodontidae,Stygimys jepseni,61.05,60.75,4.461408399,arboreal,omnivore,species,omnivore,NA
Didelphimorphia,Herpetotheriidae,Peratherium comstocki,54.9,43.3,4.483,ground dwelling,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Parectypodus trovessartianus,61.45,61.45,4.506894288,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Mimetodon churchilli,57.7,57.7,4.50795406,arboreal,omnivore,species,omnivore,NA
Primates,Paromomyidae,Phenacolemur shifrae,42.85,40.9,4.532599493,arboreal,omnivore,species,omnivore,NA
Primates,Microsyopidae,Niptomomys thelmae,53.4875,53.3,4.543,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Neoplagiaulax grangeri,60.8,60.55,4.587799746,arboreal,omnivore,species,omnivore,NA
NA,NA,Aquiladelphis paraminor,NA,NA,4.614,scansorial,omnivore,species,omnivore,NA
Primates,Paromomyidae,Ignacius fremontensis,60.9,60.1,4.639,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Nidimys occultus,69.325,69.325,4.663439094,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Cimolodontidae,Cimolodon similis,93.3,72.75,4.750480175,arboreal,omnivore,species,omnivore,NA
Primates,NA,Palaechthon woodi,61.75,60,4.802,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Ptilodontidae,Prochetodon cavus,57.8,57.7,4.821966064,arboreal,omnivore,species,omnivore,NA
NA,NA,Mimoperadectes labrus,56.1,52.2,4.826,scansorial,omnivore,species,omnivore,NA
NA,Arctocyonidae,Oxyprimus erikseni,65.2,64.05,4.874,ground dwelling,omnivore,species,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Mesodma primaeva,78.75,73.825,4.882801923,arboreal,omnivore,species,omnivore,NA
Eulipotyphla,Soricidae,Pseudotrimylus mawbyi,15.8,15.8,4.953,ground dwelling,omnivore,species,omnivore,NA
Didelphimorphia,Herpetotheriidae,Peratherium marsupium,53.4,41.8,5.00636486,ground dwelling,omnivore,species,omnivore,NA
Didelphimorphia,Alphadontidae,Turgidodon petiminis,68.5,68.5,5.023,scansorial,omnivore,species,omnivore,NA
Primates,Paromomyidae,Ignacius graybullianus,57.15,54.1,5.023880521,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Ptilodontidae,Prochetodon taxus,57.15,57.15,5.126317647,arboreal,omnivore,species,omnivore,NA
Didelphimorphia,Herpetotheriidae,Peratherium edwardi,52.5,52.5,5.132753415,ground dwelling,omnivore,species,omnivore,NA
Cimolodonta,Cimolodontidae,Cimolodon electus,82.65,69.325,5.148218961,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Ptilodontidae,Baiotomeus douglassi,61.1,60,5.153976301,arboreal,omnivore,species,omnivore,NA
Primates,Paromomyidae,Phenacolemur simonsi,57.2,54.2,5.18693231,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Ptilodontidae,Prochetodon foxi,61.9,57.9,5.197586908,arboreal,omnivore,species,omnivore,NA
Panameriungulata,Hyopsodontidae,Hyopsodus pauxillus,55.2,53.4,5.207,scansorial,omnivore,species,omnivore,NA
Primates,NA,Purgatorius unio,63.5,63.5,5.287,arboreal,omnivore,species,omnivore,NA
Primates,NA,Palaechthon alticuspis,61.6,60.5,5.304,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Cimolodontidae,Cimolodon nitidus,82.85,65.55,5.309692903,arboreal,omnivore,species,omnivore,NA
Primates,Paromomyidae,Ignacius frugivorus,60.5,57.9,5.322,arboreal,omnivore,species,omnivore,NA
Primates,Paromomyidae,Paromomys depressidens,61.75,59.8,5.425,arboreal,omnivore,species,omnivore,NA
Primates,Paromomyidae,Simpsonlemur jepseni,55.7,52.3,5.45859143,arboreal,omnivore,species,omnivore,NA
Primates,Paromomyidae,Phenacolemur mcgrewi,50.1,41.8,5.475055686,arboreal,omnivore,species,omnivore,NA
Panameriungulata,Hyopsodontidae,Hyopsodus minor,53.8,52.3,5.491,scansorial,omnivore,species,omnivore,NA
Cimolodonta,Eucosmodontidae,Stygimys kuszmauli,65.2,63.6,5.516793137,arboreal,omnivore,species,omnivore,NA
Panameriungulata,Hyopsodontidae,Valenia wilsoni,64.15,63.2,5.625,scansorial,omnivore,species,omnivore,NA
Panameriungulata,Hyopsodontidae,Hyopsodus minusculus,52.1,47.4,5.722,scansorial,omnivore,species,omnivore,NA
Cimolodonta,Djadochtatheriidae,Djadochtatherium matthewi,72.75,72.75,5.739792912,ground dwelling,omnivore,species,omnivore,NA
Primates,Paromomyidae,Elwynella oreas,51.8,50.9375,5.844,arboreal,omnivore,species,omnivore,NA
Panameriungulata,Hyopsodontidae,Tiznatzinia vanderhoofi,64.05,64,5.88,scansorial,omnivore,species,omnivore,NA
Primates,Paromomyidae,Dillerlemur pagei,59.4,56.1,5.913,arboreal,omnivore,species,omnivore,NA
Panameriungulata,Hyopsodontidae,Hyopsodus loomisi,55.7,53.1,5.942,scansorial,omnivore,species,omnivore,NA
Panameriungulata,Hyopsodontidae,Promioclaenus acolytus,61.6,58.7835,5.971,scansorial,omnivore,species,omnivore,NA
Primates,Paromomyidae,Simpsonlemur citatus,53.9,53.4875,6.006501352,arboreal,omnivore,species,omnivore,NA
Panameriungulata,Hyopsodontidae,Hyopsodus lepidus,50,46.3,6.11,scansorial,omnivore,species,omnivore,NA
Panameriungulata,Hyopsodontidae,Hyopsodus tonksi,50.25,48.95,6.142,scansorial,omnivore,species,omnivore,NA
Primates,Microsyopidae,Arctodontomys wilsoni,56.1,53.05,6.192,arboreal,omnivore,species,omnivore,NA
Panameriungulata,Hyopsodontidae,Hyopsodus simplex,55.7,53.3,6.226,scansorial,omnivore,species,omnivore,NA
Primates,Paromomyidae,Phenacolemur praecox,57.25,52.2,6.230467199,arboreal,omnivore,species,omnivore,NA
NA,Arctocyonidae,Protungulatum donnae,65.4,64,6.269,ground dwelling,omnivore,species,omnivore,NA
Panameriungulata,Hyopsodontidae,Hyopsodus wortmani,53.7,50.9375,6.31,scansorial,omnivore,species,omnivore,NA
Primates,Paromomyidae,Phenacolemur fortior,53.05,53.05,6.325167525,arboreal,omnivore,species,omnivore,NA
Primates,Microsyopidae,Microsyops cardiorestes,54.05,53.2,6.368,arboreal,omnivore,species,omnivore,NA
Primates,Paromomyidae,Paromomys maturus,60.95,60.7,6.409,arboreal,omnivore,species,omnivore,NA
Panameriungulata,Hyopsodontidae,Hyopsodus lysitensis,55.65,52.3,6.422,scansorial,omnivore,species,omnivore,NA
Primates,Microsyopidae,Arctodontomys simplicidens,57.2,56.1,6.5,arboreal,omnivore,species,omnivore,NA
Panameriungulata,Hyopsodontidae,Hyopsodus paulus,52.1,43,6.528,scansorial,omnivore,species,omnivore,NA
Panameriungulata,Hyopsodontidae,Litaletes disjunctus,61.05,60.55,6.545,scansorial,omnivore,species,omnivore,NA
Panameriungulata,Hyopsodontidae,Promioclaenus pipiringosi,59.85,59.4,6.624,scansorial,omnivore,species,omnivore,NA
Primates,Microsyopidae,Microsyops latidens,55.65,52.45,6.684,arboreal,omnivore,species,omnivore,NA
Primates,Microsyopidae,Microsyops angustidens,55.7,52,6.693,arboreal,omnivore,species,omnivore,NA
Carnivora,Mustelidae,Leptarctus primus,16.05,12.9,6.7025,scansorial,omnivore,species,omnivore,carnivore guild
Primates,Microsyopidae,Craseops sylvestris,40.9,40.9,6.707,arboreal,omnivore,species,omnivore,NA
Cimolodonta,Djadochtatheriidae,Catopsbaatar catopsaloides,77.05,77.05,6.778784898,ground dwelling,omnivore,species,omnivore,NA
NA,Arctocyonidae,Loxolophus schizophrenus,64.3,62.8,6.78,ground dwelling,omnivore,species,omnivore,NA
NA,Arctocyonidae,Princetonia yalensis,57.7,55.5,6.797503913,ground dwelling,omnivore,species,omnivore,NA
Primates,Microsyopidae,Arctodontomys nuptus,54.7,54.6,6.804,arboreal,omnivore,species,omnivore,NA
Panameriungulata,Hyopsodontidae,Hyopsodus uintensis,49.25,41.55,6.806,scansorial,omnivore,species,omnivore,NA
Cimolodonta,NA,Neoliotomus conventus,58.1,57.15,6.906600275,arboreal,omnivore,species,omnivore,NA
NA,Arctocyonidae,Baioconodon engdahli,65.15,65.1,6.91,ground dwelling,omnivore,species,omnivore,NA
Primates,Notharctidae,Cantius torresi,55.8,55.5,6.935,arboreal,omnivore,species,omnivore,NA
Primates,Microsyopidae,Microsyops knightensis,52.6,51.65,6.949,arboreal,omnivore,species,omnivore,NA
Primates,Microsyopidae,Megadelphus lundeliusi,52.1,51.3,7.011,arboreal,omnivore,species,omnivore,NA
NA,Arctocyonidae,Chriacus punitor,60.8,60.75,7.017,scansorial,omnivore,species,omnivore,NA
